Text16;Текст3;Text14;Text18;Text17;Текст5;Text23;Text24
Организация;;;Демо;;;;
Группа;;;Грузовые;;;;
Наименование;;;Камаз трололо );;;Минимальная продолжительность стоянки;0:01:00
Регистрационный №;;;д 555 дд;;;;
Позывной;;;Мусоровоз;;;;
№;Период стоянки с;;Период стоянки по;;Продолжи- тельность;Место стоянки;
;Дата;Время;Дата;Время;;;
394;18.08.2013;22:14:01;18.08.2013;22:16:42;0:02:41;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";
395;18.08.2013;22:20:14;18.08.2013;22:21:40;0:01:26;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";
396;18.08.2013;22:21:53;18.08.2013;22:23:48;0:01:55;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";
397;18.08.2013;22:24:40;18.08.2013;22:26:24;0:01:44;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";
398;18.08.2013;22:27:42;18.08.2013;22:29:35;0:01:53;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";
399;18.08.2013;22:31:01;18.08.2013;22:34:03;0:03:02;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";
400;18.08.2013;22:36:05;18.08.2013;22:37:06;0:01:01;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";
401;18.08.2013;22:37:18;18.08.2013;22:39:06;0:01:48;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";
402;18.08.2013;22:46:38;18.08.2013;22:51:42;0:05:04;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";
403;18.08.2013;22:53:42;18.08.2013;23:00:31;0:06:49;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";
404;18.08.2013;23:28:04;18.08.2013;23:33:27;0:05:23;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";
405;18.08.2013;23:38:44;18.08.2013;23:40:11;0:01:27;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";
406;18.08.2013;23:42:24;18.08.2013;23:53:19;0:10:55;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";
407;18.08.2013;23:54:47;18.08.2013;23:59:54;0:05:07;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";
Организация;;;Демо;;;;
Группа;;;Легковые;;;;
Наименование;;;Газель ы 012 ыы ы 012 ыы и ещё много букаввввв;;;Минимальная продолжительность стоянки;0:05:00
Регистрационный №;;;ы 012 ыы и ещё много букаввввв;;;;
Позывной;;;Газель - Мазель;;;;
№;Период стоянки с;;Период стоянки по;;Продолжи- тельность;Место стоянки;
;Дата;Время;Дата;Время;;;
1;16.08.2013;00:00:18;16.08.2013;00:05:33;0:05:15;"Долгота=38° 48' 30.96"" Широта=52° 26' 20.52""";
2;16.08.2013;01:00:03;16.08.2013;01:05:18;0:05:15;Зона интереса 03/22/2013 19:48:42.;
3;16.08.2013;02:50:18;16.08.2013;03:58:33;1:08:15;Зона интереса 03/22/2013 19:48:42.;
4;16.08.2013;04:00:03;16.08.2013;04:33:18;0:33:15;"Долгота=38° 05' 47.63"" Широта=53° 47' 31.03""";
5;16.08.2013;05:23:03;16.08.2013;05:28:18;0:05:15;Краснода-Архангельск. Очень длинный трек.;
6;16.08.2013;06:40:33;16.08.2013;17:28:48;10:48:15;Краснода-Архангельск. Очень длинный трек.;
7;16.08.2013;19:07:03;16.08.2013;19:12:18;0:05:15;"Долгота=37° 01' 24.58"" Широта=55° 48' 31.93""";
8;16.08.2013;19:14:48;17.08.2013;00:48:33;5:33:45;"Долгота=37° 02' 45.80"" Широта=55° 47' 06.77""";
9;17.08.2013;01:02:48;17.08.2013;01:19:48;0:17:00;"Долгота=36° 53' 43.50"" Широта=55° 45' 31.45""";
10;17.08.2013;01:20:03;17.08.2013;02:12:33;0:52:30;"Долгота=36° 53' 04.73"" Широта=55° 44' 48.11""";
11;17.08.2013;02:19:33;17.08.2013;02:33:33;0:14:00;"Долгота=36° 53' 23.45"" Широта=55° 41' 41.92""";
12;17.08.2013;02:44:03;17.08.2013;02:51:03;0:07:00;"Долгота=36° 59' 01.74"" Широта=55° 38' 00.09""";
13;17.08.2013;02:51:18;17.08.2013;02:57:33;0:06:15;"Долгота=37° 00' 36.34"" Широта=55° 37' 47.12""";
14;17.08.2013;03:05:48;17.08.2013;03:15:48;0:10:00;"Долгота=36° 59' 52.17"" Широта=55° 34' 16.90""";
15;17.08.2013;03:19:33;17.08.2013;03:25:03;0:05:30;"Долгота=36° 58' 45.28"" Широта=55° 31' 48.19""";
16;17.08.2013;04:47:48;17.08.2013;04:59:48;0:12:00;"Долгота=37° 11' 45.79"" Широта=54° 53' 05.90""";
17;17.08.2013;05:00:03;17.08.2013;08:27:48;3:27:45;"Долгота=37° 12' 28.99"" Широта=54° 52' 23.68""";
18;17.08.2013;10:17:18;17.08.2013;10:25:03;0:07:45;"Долгота=37° 01' 02.25"" Широта=55° 37' 16.83""";
19;17.08.2013;10:56:03;17.08.2013;11:22:48;0:26:45;"Долгота=36° 53' 29.68"" Широта=55° 45' 15.11""";
20;17.08.2013;13:22:48;17.08.2013;21:13:18;7:50:30;"Долгота=37° 55' 59.55"" Широта=55° 08' 09.80""";
21;17.08.2013;23:21:33;18.08.2013;02:24:18;3:02:45;"Долгота=38° 07' 44.32"" Широта=53° 47' 26.91""";
22;18.08.2013;02:24:33;18.08.2013;03:59:33;1:35:00;Зона интереса 03/22/2013 19:58:26.;
23;18.08.2013;04:00:03;18.08.2013;05:05:33;1:05:30;"Долгота=38° 07' 46.07"" Широта=53° 46' 17.93""";
24;18.08.2013;05:09:33;18.08.2013;08:33:48;3:24:15;Зона интереса 03/22/2013 19:48:42.;
25;18.08.2013;11:03:18;18.08.2013;11:13:18;0:10:00;Зона интереса 03/22/2013 19:48:42.;
26;18.08.2013;12:16:48;18.08.2013;20:54:03;8:37:15;Зона интереса 03/22/2013 19:48:42.;
27;18.08.2013;21:42:48;18.08.2013;21:49:48;0:07:00;Зона интереса 03/22/2013 19:48:42.;
28;18.08.2013;22:27:18;18.08.2013;23:27:33;1:00:15;Зона интереса 03/22/2013 19:48:42.;
Организация;;;Демо;;;;
Группа;;;Легковые;;;;
Наименование;;;Лада й 963 йййцйц546;;;Минимальная продолжительность стоянки;0:05:00
Регистрационный №;;;й 963 йй;;;;
Позывной;;;Лада Р 932 ВС 23 rus;;;;
№;Период стоянки с;;Период стоянки по;;Продолжи- тельность;Место стоянки;
;Дата;Время;Дата;Время;;;
1;16.08.2013;02:24:01;16.08.2013;02:30:31;0:06:30;Краснода-Архангельск. Очень длинный трек.;
2;16.08.2013;04:11:31;16.08.2013;04:16:46;0:05:15;Краснода-Архангельск. Очень длинный трек.;
3;16.08.2013;05:28:46;16.08.2013;05:38:46;0:10:00;"Долгота=40° 50' 06.75"" Широта=49° 28' 55.15""";
4;16.08.2013;05:53:16;16.08.2013;07:56:31;2:03:15;"Долгота=40° 48' 17.77"" Широта=49° 29' 05.47""";
5;16.08.2013;07:56:32;16.08.2013;11:15:38;3:19:06;"Долгота=40° 48' 18.06"" Широта=49° 29' 05.34""";
6;16.08.2013;11:23:23;16.08.2013;11:38:23;0:15:00;Постоим, отдохнём..;
7;16.08.2013;12:00:08;16.08.2013;18:22:38;6:22:30;"Долгота=40° 45' 42.16"" Широта=49° 28' 22.89""";
8;16.08.2013;18:44:23;16.08.2013;19:08:38;0:24:15;Постоим, отдохнём..;
9;16.08.2013;19:11:38;16.08.2013;19:45:38;0:34:00;Постоим, отдохнём..;
10;16.08.2013;20:46:14;16.08.2013;21:09:14;0:23:00;"Долгота=40° 53' 15.77"" Широта=49° 24' 59.39""";
11;16.08.2013;23:12:44;16.08.2013;23:31:59;0:19:15;Краснода-Архангельск. Очень длинный трек.;
12;17.08.2013;07:31:39;17.08.2013;11:17:35;3:45:56;"Долгота=39° 12' 45.05"" Широта=45° 08' 25.17""";
13;17.08.2013;12:03:50;17.08.2013;12:12:35;0:08:45;"Долгота=39° 35' 05.86"" Широта=45° 13' 07.49""";
14;17.08.2013;12:13:50;17.08.2013;12:22:20;0:08:30;"Долгота=39° 35' 26.58"" Широта=45° 13' 06.85""";
15;17.08.2013;12:39:42;17.08.2013;12:45:42;0:06:00;"Долгота=39° 40' 49.65"" Широта=45° 13' 34.50""";
16;17.08.2013;13:06:57;17.08.2013;13:37:27;0:30:30;"Долгота=39° 39' 39.76"" Широта=45° 11' 20.92""";
17;17.08.2013;14:23:42;17.08.2013;14:29:12;0:05:30;"Долгота=39° 46' 12.91"" Широта=44° 54' 08.64""";
18;17.08.2013;14:32:57;17.08.2013;14:54:42;0:21:45;"Долгота=39° 45' 33.65"" Широта=44° 54' 19.57""";
19;17.08.2013;14:55:12;17.08.2013;15:15:27;0:20:15;"Долгота=39° 45' 29.18"" Широта=44° 54' 20.55""";
20;17.08.2013;15:17:57;17.08.2013;16:16:27;0:58:30;"Долгота=39° 45' 50.34"" Широта=44° 54' 09.22""";
21;17.08.2013;17:30:57;17.08.2013;17:42:12;0:11:15;"Долгота=39° 41' 11.06"" Широта=45° 22' 02.27""";
22;17.08.2013;19:10:42;17.08.2013;19:46:12;0:35:30;Овал.;
23;17.08.2013;19:47:57;17.08.2013;20:25:12;0:37:15;Овал.;
24;17.08.2013;22:19:33;17.08.2013;22:54:03;0:34:30;"Долгота=39° 39' 38.17"" Широта=45° 11' 20.82""";
25;17.08.2013;23:14:18;17.08.2013;23:23:03;0:08:45;Зона интереса 07/31/2013 12:13:55. 2345.;
26;17.08.2013;23:25:03;17.08.2013;23:41:03;0:16:00;Зона интереса 07/31/2013 12:13:55. 2345.;
27;17.08.2013;23:41:33;17.08.2013;23:50:18;0:08:45;Зона интереса 07/31/2013 12:13:55. 2345.;
28;17.08.2013;23:57:18;18.08.2013;00:14:33;0:17:15;Зона интереса 07/31/2013 12:13:55. 2345.;
29;18.08.2013;02:51:18;18.08.2013;03:23:33;0:32:15;"Долгота=39° 25' 42.00"" Широта=45° 59' 10.92""";
30;18.08.2013;03:24:18;18.08.2013;03:53:13;0:28:55;"Долгота=39° 25' 41.86"" Широта=45° 59' 18.86""";
31;18.08.2013;04:48:33;18.08.2013;04:54:18;0:05:45;"Долгота=39° 36' 40.30"" Широта=45° 42' 21.08""";
32;18.08.2013;06:19:48;18.08.2013;06:31:18;0:11:30;Зона интереса 07/31/2013 12:13:55. 2345.;
33;18.08.2013;06:31:48;18.08.2013;06:43:33;0:11:45;Зона интереса 07/31/2013 12:13:55. 2345.;
34;18.08.2013;07:56:18;18.08.2013;08:19:03;0:22:45;"Долгота=39° 13' 44.87"" Широта=45° 17' 42.53""";
35;18.08.2013;09:19:48;18.08.2013;09:34:03;0:14:15;"Долгота=39° 34' 58.37"" Широта=45° 12' 37.91""";
36;18.08.2013;09:42:19;18.08.2013;09:48:49;0:06:30;"Долгота=39° 33' 27.00"" Широта=45° 12' 09.18""";
37;18.08.2013;12:45:04;18.08.2013;13:01:49;0:16:45;"Долгота=38° 09' 26.92"" Широта=45° 38' 59.24""";
38;18.08.2013;13:41:19;18.08.2013;19:34:04;5:52:45;"Долгота=38° 00' 57.31"" Широта=45° 47' 12.91""";
39;18.08.2013;20:40:04;18.08.2013;20:47:04;0:07:00;"Долгота=38° 28' 47.46"" Широта=45° 35' 28.12""";
40;18.08.2013;23:12:19;18.08.2013;23:28:00;0:15:41;"Долгота=39° 34' 58.46"" Широта=45° 12' 37.84""";
41;18.08.2013;23:32:35;18.08.2013;23:48:35;0:16:00;"Долгота=39° 34' 58.46"" Широта=45° 12' 37.84""";
