Text39;Text38;Text48;Text40;Text41;Text42;Text44;Text46
40;07:22:07;Точка №1 ул. Набережная.;07:26:24;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";1,24;00:04:17;17,31
41;07:33:56;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";07:36:33;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";0,37;00:02:37;8,37
42;07:39:27;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";07:40:04;Точка №2 ул.Привокзальная.;0,12;00:00:37;0,00
43;07:52:02;Точка №2 ул.Привокзальная.;07:52:56;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";0,24;00:00:54;0,00
44;07:58:46;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";07:59:02;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";0,09;00:00:16;0,00
45;08:02:40;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";08:11:44;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";3,81;00:09:04;25,24
46;08:19:57;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";08:24:51;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";1,51;00:04:54;18,50
47;08:26:09;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";08:27:27;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";0,17;00:01:18;7,94
48;08:30:38;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";08:30:58;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";0,11;00:00:20;0,00
49;08:33:57;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";08:35:57;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";0,12;00:02:00;3,72
50;08:37:31;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";08:37:35;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";0,06;00:00:04;0,00
51;08:40:23;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";08:42:29;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";0,23;00:02:06;6,49
52;08:46:06;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";09:27:56;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";34,37;00:41:50;49,29
53;09:30:19;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";09:32:17;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";0,60;00:01:58;18,34
54;09:34:34;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";09:35:18;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";0,21;00:00:44;0,00
55;09:40:54;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";09:41:54;Точка №3 тупичёк за озером.;0,18;00:01:00;10,86
56;10:00:58;Точка №3 тупичёк за озером.;10:28:20;Хоз двор. Место где находится гараж.;21,33;00:27:22;46,77
57;10:58:04;Хоз двор. Место где находится гараж.;11:02:30;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";0,90;00:04:26;12,23
58;11:09:22;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";11:10:08;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";0,18;00:00:46;0,00
59;11:21:52;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";11:23:13;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";0,26;00:01:21;11,47
60;11:27:47;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";11:28:13;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";0,13;00:00:26;0,00
61;11:58:03;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";11:58:58;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";0,14;00:00:55;0,00
62;12:02:20;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";12:02:24;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";0,07;00:00:04;0,00
63;12:03:47;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";12:03:50;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";0,02;00:00:03;0,00
64;12:08:54;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";12:09:08;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";0,10;00:00:14;0,00
65;12:14:13;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";12:15:00;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";0,16;00:00:47;0,00
66;12:17:04;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";12:17:11;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";0,06;00:00:07;0,00
67;12:19:52;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";12:23:24;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";1,81;00:03:32;30,67
68;12:24:50;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";12:25:03;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";0,09;00:00:13;0,00
69;12:26:58;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";12:27:50;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";0,11;00:00:52;0,00
70;12:29:34;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";12:30:52;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";0,20;00:01:18;9,18
71;12:32:45;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";12:34:11;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";0,18;00:01:26;7,66
72;12:37:13;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";12:39:15;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";0,30;00:02:02;8,79
73;12:40:16;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";12:40:28;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";0,07;00:00:12;0,00
74;12:42:16;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";12:49:48;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";4,40;00:07:32;35,06
75;12:54:52;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";12:56:52;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";0,14;00:02:00;4,08
76;13:03:41;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";13:31:14;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";19,51;00:27:33;42,48
77;13:36:37;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";13:41:54;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";2,87;00:05:17;32,62
78;13:43:21;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";13:45:34;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";0,60;00:02:13;16,35
79;13:56:29;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";13:57:57;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";0,25;00:01:28;10,19
80;14:03:04;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";14:25:52;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77""";17,79;00:22:48;46,81
81;14:34:41;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77""";14:41:30;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46""";2,72;00:06:49;23,91
82;14:58:59;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46""";15:00:23;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95""";0,26;00:01:24;11,27
83;15:04:43;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95""";15:19:16;"Долгота=38° 59' 00.00"" Широта=45° 14' 37.51""";6,26;00:14:33;25,82
84;16:04:51;"Долгота=38° 59' 00.00"" Широта=45° 14' 37.51""";16:08:43;Хоз двор. Место где находится гараж.;1,52;00:03:52;23,52
85;16:20:17;Хоз двор. Место где находится гараж.;16:28:01;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51""";2,82;00:07:44;21,87
86;16:33:23;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51""";16:33:35;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29""";0,13;00:00:12;0,00
87;16:36:01;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29""";16:36:20;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61""";0,15;00:00:19;0,00
88;16:37:29;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61""";16:37:32;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50""";0,07;00:00:03;0,00
89;16:41:11;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50""";16:41:23;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14""";0,10;00:00:12;0,00
90;16:43:31;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14""";16:44:30;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11""";0,22;00:00:59;0,00
91;16:48:48;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11""";16:48:54;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87""";0,07;00:00:06;0,00
92;16:50:10;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87""";16:52:07;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20""";0,26;00:01:57;7,97
93;16:53:42;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20""";16:54:36;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66""";0,20;00:00:54;0,00
94;17:09:49;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66""";17:10:19;Точка №1 ул. Набережная.;0,08;00:00:30;0,00
95;17:18:57;Точка №1 ул. Набережная.;17:23:14;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";1,24;00:04:17;17,31
96;17:30:46;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";17:33:23;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";0,37;00:02:37;8,37
97;17:36:17;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";17:36:54;Точка №2 ул.Привокзальная.;0,12;00:00:37;0,00
98;17:48:52;Точка №2 ул.Привокзальная.;17:49:46;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";0,24;00:00:54;0,00
99;17:55:36;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";17:55:52;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";0,09;00:00:16;0,00
100;17:59:30;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";18:08:34;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";3,81;00:09:04;25,24
101;18:16:47;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";18:21:41;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";1,51;00:04:54;18,50
102;18:22:59;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";18:24:17;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";0,17;00:01:18;7,94
103;18:27:28;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";18:27:48;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";0,11;00:00:20;0,00
104;18:30:47;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";18:32:47;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";0,12;00:02:00;3,72
105;18:34:21;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";18:34:25;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";0,06;00:00:04;0,00
106;18:37:13;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";18:39:19;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";0,23;00:02:06;6,49
107;18:42:56;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";19:24:46;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";34,37;00:41:50;49,29
108;19:27:09;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";19:29:07;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";0,60;00:01:58;18,34
109;19:31:24;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";19:32:08;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";0,21;00:00:44;0,00
110;19:37:44;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";19:38:44;Точка №3 тупичёк за озером.;0,18;00:01:00;10,86
111;19:57:48;Точка №3 тупичёк за озером.;20:25:10;Хоз двор. Место где находится гараж.;21,33;00:27:22;46,77
112;20:54:54;Хоз двор. Место где находится гараж.;20:59:20;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";0,90;00:04:26;12,23
113;21:06:12;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";21:06:58;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";0,18;00:00:46;0,00
114;21:18:42;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";21:20:03;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";0,26;00:01:21;11,47
115;21:24:37;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";21:25:03;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";0,13;00:00:26;0,00
116;21:54:53;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";21:55:48;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";0,14;00:00:55;0,00
117;21:59:10;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";21:59:14;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";0,07;00:00:04;0,00
118;22:00:37;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";22:00:40;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";0,02;00:00:03;0,00
119;22:05:44;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";22:05:58;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";0,10;00:00:14;0,00
120;22:11:03;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";22:11:50;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";0,16;00:00:47;0,00
121;22:13:54;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";22:14:01;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";0,06;00:00:07;0,00
122;22:16:42;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";22:20:14;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";1,81;00:03:32;30,67
123;22:21:40;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";22:21:53;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";0,09;00:00:13;0,00
124;22:23:48;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";22:24:40;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";0,11;00:00:52;0,00
125;22:26:24;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";22:27:42;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";0,20;00:01:18;9,18
126;22:29:35;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";22:31:01;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";0,18;00:01:26;7,66
127;22:34:03;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";22:36:05;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";0,30;00:02:02;8,79
128;22:37:06;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";22:37:18;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";0,07;00:00:12;0,00
129;22:39:06;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";22:46:38;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";4,40;00:07:32;35,06
130;22:51:42;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";22:53:42;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";0,14;00:02:00;4,08
131;23:00:31;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";23:28:04;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";19,51;00:27:33;42,48
132;23:33:27;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";23:38:44;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";2,87;00:05:17;32,62
133;23:40:11;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";23:42:24;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";0,60;00:02:13;16,35
134;23:53:19;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";23:54:47;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";0,25;00:01:28;10,19
1;00:00:03;"Долгота=38° 48' 30.96"" Широта=52° 26' 20.52""";00:00:18;"Долгота=38° 48' 30.96"" Широта=52° 26' 20.52""";1,62;00:00:15;0,00
2;00:05:33;"Долгота=38° 48' 30.96"" Широта=52° 26' 20.52""";01:00:03;Зона интереса 03/22/2013 19:48:42.;53,85;00:54:30;59,28
3;01:05:18;Зона интереса 03/22/2013 19:48:42.;02:50:18;Зона интереса 03/22/2013 19:48:42.;121,58;01:45:00;69,47
4;03:58:33;Зона интереса 03/22/2013 19:48:42.;04:00:03;"Долгота=38° 05' 47.63"" Широта=53° 47' 31.03""";0,00;00:01:30;0,00
5;04:33:18;"Долгота=38° 05' 47.63"" Широта=53° 47' 31.03""";05:23:03;Краснода-Архангельск. Очень длинный трек.;64,19;00:49:45;77,42
6;05:28:18;Краснода-Архангельск. Очень длинный трек.;06:40:33;Краснода-Архангельск. Очень длинный трек.;93,19;01:12:15;77,39
7;17:28:48;Краснода-Архангельск. Очень длинный трек.;19:07:03;"Долгота=37° 01' 24.58"" Широта=55° 48' 31.93""";114,24;01:38:15;69,77
8;19:12:18;"Долгота=37° 01' 24.58"" Широта=55° 48' 31.93""";19:14:48;"Долгота=37° 02' 45.80"" Широта=55° 47' 06.77""";3,21;00:02:30;76,99
1;00:48:33;"Долгота=37° 01' 36.84"" Широта=55° 47' 39.15""";01:02:48;"Долгота=36° 53' 43.50"" Широта=55° 45' 31.45""";14,76;00:14:15;62,15
2;01:19:48;"Долгота=36° 53' 43.50"" Широта=55° 45' 31.45""";01:20:03;"Долгота=36° 53' 04.73"" Широта=55° 44' 48.11""";1,50;00:00:15;0,00
3;02:12:33;"Долгота=36° 53' 04.73"" Широта=55° 44' 48.11""";02:19:33;"Долгота=36° 53' 23.45"" Широта=55° 41' 41.92""";6,45;00:07:00;55,32
4;02:33:33;"Долгота=36° 53' 23.45"" Широта=55° 41' 41.92""";02:44:03;"Долгота=36° 59' 01.74"" Широта=55° 38' 00.09""";9,58;00:10:30;54,71
5;02:51:03;"Долгота=36° 59' 01.74"" Широта=55° 38' 00.09""";02:51:18;"Долгота=37° 00' 36.34"" Широта=55° 37' 47.12""";1,70;00:00:15;0,00
6;02:57:33;"Долгота=37° 00' 36.34"" Широта=55° 37' 47.12""";03:05:48;"Долгота=36° 59' 52.17"" Широта=55° 34' 16.90""";6,56;00:08:15;47,74
7;03:15:48;"Долгота=36° 59' 52.17"" Широта=55° 34' 16.90""";03:19:33;"Долгота=36° 58' 45.28"" Широта=55° 31' 48.19""";4,75;00:03:45;76,06
8;03:25:03;"Долгота=36° 58' 45.28"" Широта=55° 31' 48.19""";04:47:48;"Долгота=37° 11' 45.79"" Широта=54° 53' 05.90""";101,88;01:22:45;73,87
9;04:59:48;"Долгота=37° 11' 45.79"" Широта=54° 53' 05.90""";05:00:03;"Долгота=37° 12' 28.99"" Широта=54° 52' 23.68""";1,52;00:00:15;0,00
10;08:27:48;"Долгота=37° 12' 28.99"" Широта=54° 52' 23.68""";10:17:18;"Долгота=37° 01' 02.25"" Широта=55° 37' 16.83""";114,79;01:49:30;62,90
11;10:25:03;"Долгота=37° 01' 02.25"" Широта=55° 37' 16.83""";10:56:03;"Долгота=36° 53' 29.68"" Широта=55° 45' 15.11""";29,82;00:31:00;57,71
12;11:22:48;"Долгота=36° 53' 29.68"" Широта=55° 45' 15.11""";13:22:48;"Долгота=37° 55' 59.55"" Широта=55° 08' 09.80""";115,66;02:00:00;57,83
13;21:13:18;"Долгота=37° 55' 59.55"" Широта=55° 08' 09.80""";23:21:33;"Долгота=38° 07' 44.32"" Широта=53° 47' 26.91""";158,69;02:08:15;74,24
1;02:24:18;Зона интереса 03/22/2013 19:58:26.;02:24:33;Зона интереса 03/22/2013 19:58:26.;1,57;00:00:15;0,00
2;03:59:33;Зона интереса 03/22/2013 19:58:26.;04:00:03;"Долгота=38° 07' 46.07"" Широта=53° 46' 17.93""";0,00;00:00:30;0,00
3;05:05:33;"Долгота=38° 07' 46.07"" Широта=53° 46' 17.93""";05:09:33;Зона интереса 03/22/2013 19:48:42.;3,05;00:04:00;45,78
4;08:33:48;Зона интереса 03/22/2013 19:48:42.;11:03:18;Зона интереса 03/22/2013 19:48:42.;147,49;02:29:30;59,19
5;11:13:18;Зона интереса 03/22/2013 19:48:42.;12:16:48;Зона интереса 03/22/2013 19:48:42.;70,81;01:03:30;66,90
6;20:54:03;Зона интереса 03/22/2013 19:48:42.;21:42:48;Зона интереса 03/22/2013 19:48:42.;52,38;00:48:45;64,47
7;21:49:48;Зона интереса 03/22/2013 19:48:42.;22:27:18;Зона интереса 03/22/2013 19:48:42.;41,86;00:37:30;66,97
1;00:00:00;"Долгота=39° 51' 48.17"" Широта=47° 19' 02.91""";02:24:01;Краснода-Архангельск. Очень длинный трек.;169,55;02:24:01;70,64
2;02:30:31;Краснода-Архангельск. Очень длинный трек.;04:11:31;Краснода-Архангельск. Очень длинный трек.;80,67;01:41:00;47,92
3;04:16:46;Краснода-Архангельск. Очень длинный трек.;05:28:46;"Долгота=40° 50' 06.75"" Широта=49° 28' 55.15""";36,51;01:12:00;30,42
4;05:38:46;"Долгота=40° 50' 06.75"" Широта=49° 28' 55.15""";05:53:16;"Долгота=40° 48' 17.77"" Широта=49° 29' 05.47""";3,07;00:14:30;12,70
5;07:56:31;"Долгота=40° 48' 17.77"" Широта=49° 29' 05.47""";07:56:32;"Долгота=40° 48' 18.06"" Широта=49° 29' 05.34""";0,01;00:00:01;0,00
6;11:15:38;"Долгота=40° 48' 18.06"" Широта=49° 29' 05.34""";11:23:23;Постоим, отдохнём..;1,57;00:07:45;12,13
7;11:38:23;Постоим, отдохнём..;12:00:08;"Долгота=40° 45' 42.16"" Широта=49° 28' 22.89""";2,83;00:21:45;7,82
8;18:22:38;"Долгота=40° 45' 42.16"" Широта=49° 28' 22.89""";18:44:23;Постоим, отдохнём..;2,78;00:21:45;7,67
9;19:08:38;Постоим, отдохнём..;19:11:38;Постоим, отдохнём..;0,35;00:03:00;6,98
10;19:45:38;Постоим, отдохнём..;20:46:14;"Долгота=40° 53' 15.77"" Широта=49° 24' 59.39""";15,74;01:00:36;15,59
11;21:09:14;"Долгота=40° 53' 15.77"" Широта=49° 24' 59.39""";23:12:44;Краснода-Архангельск. Очень длинный трек.;108,45;02:03:30;52,69
1;00:00:00;Краснода-Архангельск. Очень длинный трек.;07:31:39;"Долгота=39° 12' 45.05"" Широта=45° 08' 25.17""";416,05;07:31:39;55,27
2;11:17:35;"Долгота=39° 12' 45.05"" Широта=45° 08' 25.17""";12:03:50;"Долгота=39° 35' 05.86"" Широта=45° 13' 07.49""";42,01;00:46:15;54,49
3;12:12:35;"Долгота=39° 35' 05.86"" Широта=45° 13' 07.49""";12:13:50;"Долгота=39° 35' 26.58"" Широта=45° 13' 06.85""";0,46;00:01:15;21,89
4;12:22:20;"Долгота=39° 35' 26.58"" Широта=45° 13' 06.85""";12:39:42;"Долгота=39° 40' 49.65"" Широта=45° 13' 34.50""";8,72;00:17:22;30,11
5;12:45:42;"Долгота=39° 40' 49.65"" Широта=45° 13' 34.50""";13:06:57;"Долгота=39° 39' 39.76"" Широта=45° 11' 20.92""";10,24;00:21:15;28,91
6;13:37:27;"Долгота=39° 39' 39.76"" Широта=45° 11' 20.92""";14:23:42;"Долгота=39° 46' 12.91"" Широта=44° 54' 08.64""";41,19;00:46:15;53,43
7;14:29:12;"Долгота=39° 46' 12.91"" Широта=44° 54' 08.64""";14:32:57;"Долгота=39° 45' 33.65"" Широта=44° 54' 19.57""";0,99;00:03:45;15,86
8;14:54:42;"Долгота=39° 45' 33.65"" Широта=44° 54' 19.57""";14:55:12;"Долгота=39° 45' 29.18"" Широта=44° 54' 20.55""";0,10;00:00:30;0,00
9;15:15:27;"Долгота=39° 45' 29.18"" Широта=44° 54' 20.55""";15:17:57;"Долгота=39° 45' 50.34"" Широта=44° 54' 09.22""";0,62;00:02:30;14,78
10;16:16:27;"Долгота=39° 45' 50.34"" Широта=44° 54' 09.22""";17:30:57;"Долгота=39° 41' 11.06"" Широта=45° 22' 02.27""";63,21;01:14:30;50,91
11;17:42:12;"Долгота=39° 41' 11.06"" Широта=45° 22' 02.27""";19:10:42;Овал.;85,32;01:28:30;57,85
12;19:46:12;Овал.;19:47:57;Овал.;0,35;00:01:45;11,90
13;20:25:12;Овал.;22:19:33;"Долгота=39° 39' 38.17"" Широта=45° 11' 20.82""";115,82;01:54:21;60,77
14;22:54:03;"Долгота=39° 39' 38.17"" Широта=45° 11' 20.82""";23:14:18;Зона интереса 07/31/2013 12:13:55. 2345.;17,17;00:20:15;50,87
15;23:23:03;Зона интереса 07/31/2013 12:13:55. 2345.;23:25:03;Зона интереса 07/31/2013 12:13:55. 2345.;0,37;00:02:00;11,22
16;23:41:03;Зона интереса 07/31/2013 12:13:55. 2345.;23:41:33;Зона интереса 07/31/2013 12:13:55. 2345.;0,09;00:00:30;0,00
1;00:14:33;Зона интереса 07/31/2013 12:13:55. 2345.;02:51:18;"Долгота=39° 25' 42.00"" Широта=45° 59' 10.92""";135,75;02:36:45;51,96
2;03:23:33;"Долгота=39° 25' 42.00"" Широта=45° 59' 10.92""";03:24:18;"Долгота=39° 25' 41.86"" Широта=45° 59' 18.86""";0,25;00:00:45;0,00
3;03:53:13;"Долгота=39° 25' 41.86"" Широта=45° 59' 18.86""";04:48:33;"Долгота=39° 36' 40.30"" Широта=45° 42' 21.08""";52,15;00:55:20;56,55
4;04:54:18;"Долгота=39° 36' 40.30"" Широта=45° 42' 21.08""";06:19:48;Зона интереса 07/31/2013 12:13:55. 2345.;76,66;01:25:30;53,80
5;06:31:18;Зона интереса 07/31/2013 12:13:55. 2345.;06:31:48;Зона интереса 07/31/2013 12:13:55. 2345.;0,09;00:00:30;0,00
6;06:43:33;Зона интереса 07/31/2013 12:13:55. 2345.;07:56:18;"Долгота=39° 13' 44.87"" Широта=45° 17' 42.53""";45,85;01:12:45;37,82
7;08:19:03;"Долгота=39° 13' 44.87"" Широта=45° 17' 42.53""";09:19:48;"Долгота=39° 34' 58.37"" Широта=45° 12' 37.91""";43,86;01:00:45;43,32
8;09:34:03;"Долгота=39° 34' 58.37"" Широта=45° 12' 37.91""";09:42:19;"Долгота=39° 33' 27.00"" Широта=45° 12' 09.18""";2,30;00:08:16;16,69
9;09:48:49;"Долгота=39° 33' 27.00"" Широта=45° 12' 09.18""";12:45:04;"Долгота=38° 09' 26.92"" Широта=45° 38' 59.24""";160,96;02:56:15;54,79
10;13:01:49;"Долгота=38° 09' 26.92"" Широта=45° 38' 59.24""";13:41:19;"Долгота=38° 00' 57.31"" Широта=45° 47' 12.91""";21,19;00:39:30;32,18
11;19:34:04;"Долгота=38° 00' 57.31"" Широта=45° 47' 12.91""";20:40:04;"Долгота=38° 28' 47.46"" Широта=45° 35' 28.12""";51,45;01:06:00;46,77
